지점,일시,평균 기온(°C),평균 이슬점온도(°C),평균 현지기압(hPa),평균 풍속(m/s),합계 강수량(mm),평균 전운량,최고 기온(°C),평균 습도(%),평균 해면기압(hPa),중하층 운량,최저 기온(°C)
8,2022-08-19,21.9,20.2,994.9,1,5,6.9,24.9,90,999.9,6.3,19.6
8,2022-08-20,23.7,17.3,998.4,2,,0,30.1,69,1003.5,,19.2
8,2022-08-21,22,18.3,1000.9,1.6,,.5,26,80,1005.9,,16.4
8,2022-08-22,21.6,19.8,997.8,1.1,.3,8.3,23.5,89,1002.8,7.5,20.1
8,2022-08-23,22.9,11,1001.7,3.8,,1.5,28.7,48,1006.7,1.3,19
8,2022-08-24,21.2,13.9,1005.9,2,,4.6,24.8,64,1011,2.8,16.1
8,2022-08-25,20.4,15.9,1000.5,1.4,,2.6,25.2,76,1005.5,4,14.7
8,2022-08-26,21.4,11.6,1000.3,3.5,1,4.6,26.2,58,1005.3,6,16.5
8,2022-08-27,19.5,10,1002.7,2,11,4.5,24.4,56,1007.7,5,15
8,2022-08-28,19.8,14.3,1010.7,1.6,,2.4,25.2,72,1015.8,3.3,13.7
8,2022-08-29,18.6,15.9,1012.1,1.4,0,8.5,20.9,84,1017.2,7.3,16.4
8,2022-08-30,19.1,16.1,1009.4,1.8,,7.9,23.4,83,1014.4,5.8,14.6
8,2022-08-31,20,16.5,1006.1,2,,1.4,23.9,81,1011.2,,16.1
8,2022-09-01,20.3,15.4,1009.6,1.9,,1,26,74,1014.6,,15.7
8,2022-09-02,18.9,14.7,1016.1,2,,2.5,24,77,1021.2,,13.6
8,2022-09-03,19.6,17,1014.1,2,,2,24.2,85,1019.3,,14.7
8,2022-09-04,18.2,16.4,1010.1,1.8,24,9.5,22.2,89,1015.1,8.9,15.1
8,2022-09-05,18,16.1,1005.1,1.4,7,8.8,20.4,89,1010.1,10,14.6
8,2022-09-06,18.7,15.4,997.6,1.8,23,6.1,22.9,83,1002.6,9.6,16.3
8,2022-09-07,20.7,10.1,1008.6,2,,0,25.3,53,1013.6,,14.9
8,2022-09-08,20,14.7,1013.7,1.4,,0,26,73,1018.8,,13.3
8,2022-09-09,21.8,15.5,1015.2,1.8,,0,27,69,1020.3,,15.6
8,2022-09-10,19.9,15,1017.2,2.8,,3.3,24.4,74,1022.3,4,15.5
8,2022-09-11,20,16.6,1013,1.3,,8.6,23.6,81,1018.1,7.3,16.7
8,2022-09-12,21.3,17.5,1010.5,1.8,,5,24.6,80,1015.6,3.5,17.9
8,2022-09-13,22.8,18.7,1014.8,2.4,,5.3,28.5,78,1019.9,2.4,17.3
8,2022-09-14,19.9,14.6,1019.6,2.9,,9.8,23.4,72,1024.7,8.8,18.4
8,2022-09-15,19.7,15.9,1012.3,1.6,,9,21.8,79,1017.4,8.4,17.5
8,2022-09-16,18.3,16.5,1008.9,1.3,22,10,20.5,90,1014,10,16.6
8,2022-09-17,20.7,18.7,1003.1,1.4,5,7.1,24.9,89,1008.1,6,16.1
8,2022-09-18,21.9,19.7,1003.7,1.5,,6.3,25.3,88,1008.7,4.3,19
8,2022-09-19,19.7,2.7,1002.9,4.8,,1.8,23.5,33,1007.9,2.3,15.5
8,2022-09-20,13.5,.9,1010.5,2,,0,18.4,45,1015.6,,7.6
8,2022-09-21,14.3,7.6,1012.9,1.9,,.4,21.8,66,1018,,6.4
8,2022-09-22,17.6,12.6,1010.9,3.8,,1.8,21.9,73,1015.9,3.5,10.5
8,2022-09-23,15.8,12,1002.2,2.6,17,7.3,19.4,79,1007.2,8,12.6
8,2022-09-24,17.9,8.3,1006.5,2.8,,2,24.1,55,1011.6,3.3,11.2
8,2022-09-25,15.5,12.1,1011,1.6,,4.6,21.4,81,1016.1,4,10.9
8,2022-09-26,16.4,13.2,1012,1.8,,0,21.9,82,1017,,10
8,2022-09-27,17.2,13.7,1012.1,1.4,,0,23.4,81,1017.2,,12.1
8,2022-09-28,16.9,13.9,1006.4,1.9,,.6,21.9,83,1011.4,,12
8,2022-09-29,18.3,14.9,1008,1.4,,.9,23.5,82,1013.1,,12.6
8,2022-09-30,16.7,14.2,1008.1,1.8,,3,21.4,86,1013.2,3.5,13
8,2022-10-01,19.2,14.2,1011.5,1.1,,2,26.2,75,1016.6,,13.1
8,2022-10-02,18.3,15.9,1015.2,1.4,,8.8,21.5,86,1020.3,9,15
8,2022-10-03,18.8,15.6,1008.3,1.9,0,9.9,21.4,82,1013.4,8.1,17.4
8,2022-10-04,12.1,-1.3,1013.1,5.3,3,3,16.8,41,1018.2,,7.9
8,2022-10-05,8.4,-4.4,1020.2,3.4,,0,11.7,42,1025.3,,4.9
8,2022-10-06,8.4,.2,1019.9,2.3,,4.8,13.5,58,1025.1,3.2,.8
8,2022-10-07,9.7,3.7,1018.6,2.6,,2.9,13.7,67,1023.7,4.5,5.9
8,2022-10-08,11.2,5,1020.8,2.9,,1,16.5,67,1026,,4
8,2022-10-09,12.5,8.8,1014.9,3.4,4,9.8,15.6,79,1020,8.5,7.8
8,2022-10-10,10.2,6.3,996.4,4.4,69,10,12.8,77,1001.4,10,8.2
8,2022-10-11,12.9,.3,1010.5,3.1,,1.8,18,44,1015.5,,8.7
8,2022-10-12,11.6,5.8,1022.3,2.1,,0,16.9,69,1027.4,,4.3
8,2022-10-13,12.9,10.1,1019.9,1.5,,6.6,17.6,84,1024.9,1.3,8.3
8,2022-10-14,12,10.4,1016.6,1.5,,4.4,15.6,90,1021.7,5.6,7.8
8,2022-10-15,13,10.5,1015.2,1.4,,1.4,17.4,86,1020.3,,7.8
8,2022-10-16,13.9,8.6,1012,2.3,,7.4,18,73,1017.1,2,9.2
8,2022-10-17,11,-5.4,1012.7,3.9,,1.5,14.7,32,1017.8,,7
8,2022-10-18,9.3,.2,1016.1,2.3,,0,12.9,54,1021.2,,5.9
8,2022-10-19,9.1,2.7,1018.1,2.1,,0,14.6,66,1023.2,,2.4
8,2022-10-20,11.4,5.1,1016.9,1.5,,1.1,18.9,67,1022,,3.8
8,2022-10-21,13.8,6.2,1011.9,1.5,,2.3,19.5,62,1017,,8
8,2022-10-22,13.9,4.4,1012.7,3.1,0,5,17.5,53,1017.6,6.4,10.6
8,2022-10-23,9.5,-.8,1015.3,3,0,3.4,12.9,50,1020.4,3.3,5.8
8,2022-10-24,7.3,-5,1019.8,3.8,,1.6,11,42,1024.9,,3.8
8,2022-10-25,6.5,-1.4,1024,2.5,,0,11.7,59,1029.2,,1
8,2022-10-26,8.7,3.4,1019.7,1.5,,2.4,13.9,70,1024.9,2.3,2.9
8,2022-10-27,11.6,-.8,1020.9,3,.1,2.5,16.6,46,1026,,6.8
8,2022-10-28,8.4,-2.4,1025,1.8,,0,14.3,49,1030.2,,3
8,2022-10-29,6.3,.2,1024.8,1.5,,.5,12.6,66,1030,,1.2
8,2022-10-30,6.5,.4,1023.9,1.8,,1.3,13,66,1029,,1.2
8,2022-10-31,8.6,5.9,1020.1,1.5,.2,9.9,10.4,84,1025.2,9.4,5.4
8,2022-11-01,10.6,6.8,1014.8,1.5,,3,15.5,78,1019.9,4.8,6.9
8,2022-11-02,9.6,3,1014.6,2.8,,8.4,13.2,64,1019.7,8,5.7
8,2022-11-03,7.4,-6.8,1012.4,3.1,,2,12.5,36,1017.5,,3.4
8,2022-11-04,3.3,-9.6,1015.7,2,,0,8.5,39,1020.8,,-.6
8,2022-11-05,6.7,-4.6,1015,1.6,,0,12.5,45,1020.1,,-.7
8,2022-11-06,8.6,-.4,1017.9,2.4,,4.1,13.5,55,1023,4.5,2
8,2022-11-07,8.5,3.4,1014.8,1.9,,5.5,14.1,71,1019.9,5,4.9
8,2022-11-08,9.3,-.7,1017.3,3.1,,1.9,13.3,53,1022.4,,4.9
8,2022-11-09,8.2,3,1015.1,1.5,,3.8,14.5,71,1020.2,4.5,2.7
8,2022-11-10,11.1,5.7,1020.5,1.8,,9.3,14.5,70,1025.6,9,7.6
8,2022-11-11,10.6,6.8,1021.1,.9,,7,14,78,1026.2,7.3,8.6
8,2022-11-12,11.1,7.8,1007.7,2.3,2,9.3,15.5,81,1012.8,6.9,7.4
8,2022-11-13,6.2,-4.7,1012.8,3,2,1.9,10.5,47,1017.9,,1.2
8,2022-11-14,1.7,-2.1,1012.6,1.5,0,4.8,5.7,77,1017.7,,-2.4
8,2022-11-15,4.8,1,1009.3,1.8,0,6.3,10,78,1014.4,4.5,-.2
8,2022-11-16,5.5,1.2,1012.9,1.8,,3.6,10.5,75,1018,7.3,1.7
8,2022-11-17,6.1,2.3,1017.2,2.1,,2.1,12.7,78,1022.5,2,1.2
8,2022-11-18,8.7,.1,1020.1,2.5,,0,16.5,60,1024.9,,2.3
8,2022-11-19,8.5,3.5,1020.4,1.8,,5.5,11.4,71,1025.5,6,3
8,2022-11-20,9.2,5.5,1015,1.4,,7.3,13.5,78,1020.1,9.7,5.3
8,2022-11-21,7.4,.5,1015.2,3.1,,7.8,10,63,1020.3,9.5,4.9
8,2022-11-22,4.2,-2.3,1020.5,2.1,.1,6.9,7.4,64,1025.6,9.2,1
8,2022-11-23,5.1,3.7,1015.4,1.3,3.5,8.5,7.1,90,1020.5,9.5,4.3
8,2022-11-24,4.9,2.9,1014.8,1.5,1,9.3,7.1,87,1019.9,7.8,-.2
8,2022-11-25,8.5,3.9,1003.1,1.8,,5.8,15.2,74,1008.1,4.8,3.6
8,2022-11-26,3.2,-13.2,1008.1,5.4,,0,7,30,1013.2,,-.3
8,2022-11-27,-.2,-5.9,1016.8,1.5,2,8.5,3.6,68,1021.9,9.5,-3.6
8,2022-11-28,1.5,.8,1013.1,.8,7,10,3.1,95,1018.2,10,0
8,2022-11-29,1.5,-5.3,1006.5,4.5,.2,9.1,8.7,64,1011.6,8.3,-6.2
8,2022-11-30,-8.1,-24.8,1019.3,6.4,,2.3,-2.6,26,1024.1,,-11.2
8,2022-12-01,-7.4,-25.7,1020.7,5,,.1,.7,22,1025.9,,-11.8
8,2022-12-02,-5.1,-17.6,1020.5,2.5,,1.8,1.2,38,1025.6,,-10.5
8,2022-12-03,-2,-12.4,1014.1,3.6,,.8,6.1,48,1019.1,,-6.9
8,2022-12-04,-4.5,-18.2,1022,3.9,0,2.1,.4,36,1027.2,,-13.3
8,2022-12-05,-2.7,-13.8,1019.4,2.9,0,2.4,2.7,44,1024.5,4.8,-7.2
8,2022-12-06,-1.2,-15,1011,2.3,,1.5,3.5,35,1016.1,,-6
8,2022-12-07,1.2,-12.6,1011.6,3,,3.6,6.1,36,1016.7,1.5,-3.6
8,2022-12-08,1.3,-9.9,1017,3.1,,.9,5.6,45,1022.2,,-3.9
8,2022-12-09,-.2,-8.1,1014.8,1.8,,0,7.1,56,1019.9,,-5.5
8,2022-12-10,.3,-8.7,1015.6,2.1,,1.8,5.1,53,1020.7,,-3
8,2022-12-11,-.4,-9.9,1018.3,2.4,,1.3,5.2,51,1023.4,,-3.8
8,2022-12-12,0,-5.5,1010,1.6,,6.4,4.4,67,1015.1,7.3,-4.6
8,2022-12-13,-3.6,-17.5,1005.2,5.1,0,3.6,.8,35,1010.3,4.3,-10.8
8,2022-12-14,-8.6,-23.2,1012.8,4.3,,.4,-3.9,31,1018,,-15.1
8,2022-12-15,-6,-22.3,1014.2,5.4,,1,-.3,28,1019.3,,-9.6
8,2022-12-16,-6,-20.5,1020.9,3.4,,1.8,-.2,32,1025.7,,-10.5
8,2022-12-17,-8.3,-21,1014,3.9,.8,6,-4.8,36,1019.1,7.7,-11.8
8,2022-12-18,-10.8,-24.5,1010.4,5,,2.1,-7.2,32,1015.6,,-14.6
8,2022-12-19,-7.9,-20,1015.3,2.3,,.6,-1.4,41,1020.4,,-13.1
8,2022-12-20,-5,-11.3,1018.3,2.1,,4.3,1.1,62,1023.4,6.2,-10.5
8,2022-12-21,-2.5,-7.2,1003.8,1.5,0,10,1.7,71,1009,10,-6.3
8,2022-12-22,-6.2,-19.6,995.7,6.8,0,7.8,-3.3,34,1000.7,3.3,-9.1
8,2022-12-23,-7.5,-18.5,996.5,9.6,0,8.8,-4.8,42,1001.5,10,-11
8,2022-12-24,.5,-12,1009.8,4,,0,5.4,39,1014.9,,-5
8,2022-12-25,-1.7,-12.4,1014.9,3.6,,.8,5.1,44,1020,,-5
8,2022-12-26,-3,-11.7,1019.6,2.4,,0,3,52,1024.7,,-6.5
8,2022-12-27,-4.5,-8.5,1021.1,1.4,0,3.5,.2,74,1026.3,,-7.7
8,2022-12-28,-4.1,-13.2,1018.1,3.4,0,5.4,1.2,53,1023.2,6,-6
8,2022-12-29,-4.5,-15.2,1021.7,2.4,,0,.5,45,1026.8,,-7.5
8,2022-12-30,-4.1,-10.8,1022.9,1.6,,0,2.2,60,1028.1,,-10
8,2022-12-31,-2.9,-9.2,1018.2,2.1,,0,3.5,66,1023.3,,-9.1
8,2023-01-01,-2.1,-17.5,1019,3.8,,0,2.7,30,1024.2,,-5.4
8,2023-01-02,-3.7,-14.8,1020.9,2.9,,0,4.2,43,1026,,-7.1
8,2023-01-03,-2.7,-13.8,1019.4,3,,0,3,44,1024.5,,-5.3
8,2023-01-04,-2.6,-13.6,1021.3,1.9,,0,3.1,44,1026.5,,-6.1
8,2023-01-05,-2.6,-9,1021.5,1.8,,0,6.6,64,1026.6,,-7.5
8,2023-01-06,-1.8,-5.7,1015.1,1.5,,5.8,4.7,75,1020.2,5.2,-8
8,2023-01-07,-1.4,-3.4,1012.8,2.9,.6,10,-.2,87,1017.9,10,-2.2
8,2023-01-08,-1.4,-3.9,1016,1.3,.1,9.4,2.1,83,1021.1,8.8,-3.8
8,2023-01-09,-.3,-14.3,1018.4,3.5,,0,5.6,39,1023.5,,-5.1
8,2023-01-10,-2.2,-9.4,1020.4,1.6,,0,4.6,59,1025.5,,-7.3
8,2023-01-11,-.8,-5,1014.7,1.5,,2.5,8.5,74,1019.8,2.3,-6.8
8,2023-01-12,3.6,-3.1,1014.9,1.3,,4.3,10.5,62,1020,8.3,-3.1
8,2023-01-13,4.3,-.2,1009.3,1.5,,9.5,10.9,73,1014.4,8.3,-.2
8,2023-01-14,-2.4,-14.8,1016.3,5.6,,9,2.8,39,1021.4,7.9,-6.5
8,2023-01-15,-7.9,-18.9,1017.3,1.5,,2.5,-1.9,44,1022.4,2.3,-10.3
8,2023-01-16,-5.8,-15.8,1017.8,2.6,.8,2.9,1.1,51,1022.9,,-10.8
8,2023-01-17,-5.3,-8.9,1017.9,1.9,4.7,7,-1.3,79,1023,8.8,-7.7
8,2023-01-18,-5.3,-12.1,1018.4,2.8,.1,4.4,-1.9,61,1023.5,8.8,-9
8,2023-01-19,-4.1,-8.5,1012.5,1.8,0,1.5,3.5,72,1017.5,,-10.3
8,2023-01-20,-6.3,-17.8,1015.1,3.9,0,3.5,-1.9,44,1020.2,,-10.6
8,2023-01-21,-8.9,-12.8,1023.7,2,3,7.8,-4.7,75,1028.8,6.5,-12.4
8,2023-01-22,-7.2,-9.9,1022.1,3.1,1,5.6,-.8,81,1027.2,9,-11.9
8,2023-01-23,-10.4,-17,1018.3,3.8,.9,7.5,-5.2,62,1023.4,10,-16.7
8,2023-01-24,-16.5,-28.8,1017.4,3.9,,0,-10.2,34,1022.5,,-19.8
8,2023-01-25,-12.2,-21.2,1017.6,2.4,,0,-4.5,48,1022.8,,-18.9
8,2023-01-26,-7.9,-14.4,1016.9,1.8,,1.8,-2.5,60,1022,,-13.6
8,2023-01-27,-8,-20.1,1013.2,4.5,,3.3,-4.2,38,1018.3,3.3,-11.3
8,2023-01-28,-8.4,-20.2,1011.1,2.9,,2.5,-4.5,38,1016.2,3.8,-12.6
8,2023-01-29,-7.7,-11.7,1010.3,2.6,,4.8,-3,74,1015.3,5,-10.8
8,2023-01-30,-5.4,-10.9,1013.9,1.5,,1.5,.5,66,1018.9,,-10.3
8,2023-01-31,-4.1,-7.5,1010,2,,6.6,.9,78,1015.1,4.3,-8.5
8,2023-02-01,-2.2,-10.5,1010.5,3.1,,4.1,2.8,57,1015.6,5.4,-5.6
8,2023-02-02,-2.9,-15.1,1019.9,3.8,,2.1,.6,39,1025,,-5.6
8,2023-02-03,-4.8,-10.1,1018.4,2.1,0,7.6,-.8,68,1023.5,6.8,-8
8,2023-02-04,-3.1,-9,1015.6,2.4,,1.8,2.2,66,1020.7,,-9
8,2023-02-05,-2.3,-7.9,1014.5,1.4,,1.5,3.9,66,1019.6,,-8
8,2023-02-06,-1,-5.3,1016.6,1.9,0,9.4,2.1,73,1021.7,9.1,-3.4
8,2023-02-07,-1.9,-6.5,1019.4,1.9,.4,4.3,2.2,71,1024.5,7,-5
8,2023-02-08,-1.8,-7.8,1020.3,2.3,,.5,2.6,66,1025.4,,-6.6
8,2023-02-09,-1.1,-9.5,1026.1,2.6,0,4.5,2.2,55,1031.3,8.3,-5
8,2023-02-10,-.3,-2.8,1016.7,1,.5,9.9,1.9,84,1021.8,9.3,-1.8
8,2023-02-11,-.2,-2.7,1016.5,1.1,0,7.5,2.7,84,1021.7,8.8,-2.3
8,2023-02-12,.9,-3.5,1019.2,1.6,,8.1,5.1,73,1024.3,8,-3.1
8,2023-02-13,-.9,-11.6,1017.5,2.5,,0,3.1,45,1022.7,,-4.6
8,2023-02-14,-4,-18.2,1021,4,,1.8,-.3,33,1026.1,,-6.2
8,2023-02-15,-6.2,-14.3,1027.9,1.6,,0,-1.6,54,1033,,-10.9
8,2023-02-16,-3.9,-8,1022.2,1.5,,3.8,2.1,74,1027.3,,-9.5
8,2023-02-17,-.5,-4.3,1017.4,1.8,,2.1,6.1,76,1022.8,,-7.1
8,2023-02-18,1.2,-2.8,1013.9,2.1,,6.5,6.1,75,1019.1,7.3,-2.9
8,2023-02-19,-.4,-7.8,1008.4,3.8,3,5.9,3.1,61,1013.4,6.8,-2.7
8,2023-02-20,-3.2,-15,1018.1,2.9,,2.6,0,40,1023.2,4.8,-5.6
8,2023-02-21,-3.9,-14.6,1028.1,2.5,,0,1.4,44,1033.3,,-8
8,2023-02-22,-3.2,-7.7,1021.6,2.1,,3,2.6,71,1026.7,0,-8.3
8,2023-02-23,.7,-4.5,1014.9,1.3,,.5,5.6,70,1020,,-5.1
8,2023-02-24,.2,-13.1,1018.7,4.5,,.1,3.4,39,1023.8,,-2.3
8,2023-02-25,-1,-11.8,1024.5,2.5,,0,3,46,1029.7,,-6.1
8,2023-02-26,1.9,-10.4,1026.8,1.6,,0,7.1,42,1032,,-2.6
8,2023-02-27,2.3,-3.3,1020.4,1.1,,0,9,67,1025.6,,-3.1
8,2023-02-28,5.7,-4.3,1011.6,3.3,,3.1,10.5,51,1016.6,,.2
8,2023-03-01,2.5,-5.1,1014.4,3.3,.6,5.3,5.6,61,1019.5,7.4,0
8,2023-03-02,.2,-10.5,1016.8,2.3,,2.3,4.6,46,1021.9,,-3
8,2023-03-03,1.8,-5,1016.8,1.9,,1,6.7,62,1021.9,,-3.9
8,2023-03-04,1,-3.2,1025.6,1.9,,1.3,5.7,74,1030.8,,-2.9
8,2023-03-05,1.8,-1.5,1019.1,1.9,,0,7.5,80,1024.2,,-3.1
8,2023-03-06,2.3,-1.3,1010.5,1.6,,7.3,13.9,81,1015.5,7.5,-2.5
8,2023-03-07,7.7,1.1,1009.4,1.1,,3.3,14.4,64,1014.5,2,3.9
8,2023-03-08,7.8,-1.1,1011.7,3.4,,7,16,58,1016.8,5,2.6
8,2023-03-09,3.3,-.9,1011.2,3,,10,7.3,75,1016.3,8.6,2
8,2023-03-10,3.1,1.6,1015.5,1.4,,10,4.6,90,1020.5,10,2
8,2023-03-11,4.4,1.5,1020.5,2.6,0,10,9.5,82,1025.7,8.3,3.4
8,2023-03-12,1.8,-3.2,1013.5,2.9,2,9.4,3.6,71,1018.6,9.3,-.8
8,2023-03-13,-.1,-13,1010.7,3.1,,1.8,3.6,40,1015.8,,-3
8,2023-03-14,1.1,-4.6,1010.3,1.9,,3.3,5.2,66,1015.4,4,-3.1
8,2023-03-15,3.6,-1.1,1009.5,2,.1,8.3,9.5,72,1014.6,8.3,.5
8,2023-03-16,3.5,-7.7,1019,2.9,,0,6.6,45,1024.1,,1.3
8,2023-03-17,3.3,-5,1017.7,1.8,,0,7.6,56,1022.8,,-.7
8,2023-03-18,3.7,-3.6,1012.3,1.4,,0,9,60,1017.4,,-1.7
8,2023-03-19,5.8,-3.6,1011.1,1.3,,0,11.5,53,1016.2,,.7
8,2023-03-20,7,-3.6,1007.2,2,,0,15.5,50,1012.3,,.8
8,2023-03-21,4.4,1,1006.5,1.4,,6.1,10.6,79,1011.6,4,1.5
8,2023-03-22,3.8,1.5,1006,1.4,,7.3,8.7,85,1011.1,7.2,0
8,2023-03-23,6.9,-1.7,1006,2.9,,6.1,10.4,61,1011.1,2.3,2.1
8,2023-03-24,3.9,-8.9,1014.5,4.6,,1.4,9.1,41,1019.6,,.4
8,2023-03-25,2.9,-4.5,1017.3,2,,2,7.5,59,1022.4,,-1.9
8,2023-03-26,3,-1.5,1013.6,2,,3.6,8.2,72,1018.7,1.8,-.7
8,2023-03-27,3.6,-1.8,1015.3,1.6,,2,8.9,69,1020.4,,-2.2
8,2023-03-28,5.1,-2,1017.8,1.8,,2.4,10.5,62,1022.9,,-1.2
8,2023-03-29,5.6,0,1013.9,1.9,,0,11.5,69,1019,,.3
8,2023-03-30,4.4,1.8,1008.8,1.5,,6.3,10.5,84,1013.8,,0
8,2023-03-31,11.9,.2,1012.7,2.3,,0,17,46,1017.6,,4
8,2023-04-01,9.3,2.6,1013.9,2.5,,1.3,15.4,65,1019,,4.3
8,2023-04-02,6.1,4.7,1019.1,2,0,10,8,91,1024.2,10,5.1
8,2023-04-03,6,4.1,1019.9,1.5,,10,9,88,1025.1,9.8,4.3
8,2023-04-04,7.6,4,1017.3,1.4,,10,11.7,80,1022.4,7.3,4.5
8,2023-04-05,6.8,4.1,1010.3,2.6,12,10,9,83,1015.3,10,5.2
8,2023-04-06,9,6.4,1001.1,1.4,7,8.3,12.1,84,1006.1,7.8,5.6
8,2023-04-07,8.6,-.6,1002.7,3.1,.4,1.3,13.5,56,1007.7,,3.7
8,2023-04-08,6.2,-6.5,1007.2,3,,4,11,41,1012.3,6.4,2.7
8,2023-04-09,7.9,-.1,1005.5,1.8,,1.3,14.2,59,1010.5,,.8
8,2023-04-10,9.3,3.9,1000.5,1.4,,4.8,16.2,70,1005.5,5,4.2
8,2023-04-11,11.1,-.7,994.8,3.8,,5.1,19.2,51,999.8,5.6,6.7
8,2023-04-12,10.3,-9.9,1001.9,3.1,,1,17,26,1006.8,,5.1
8,2023-04-13,10.8,-.3,1003.7,1.9,,3.8,17.5,49,1008.8,,4.4
8,2023-04-14,10.3,2.1,1009.1,2.4,,4,14.9,57,1014.2,1.4,6.5
8,2023-04-15,4.9,1.9,1004.1,2.3,6,8.8,8,82,1009.2,7.5,3.8
8,2023-04-16,4.4,2.6,1001.8,1.6,4,10,6.6,88,1006.8,10,3.3
8,2023-04-17,6.5,3.6,1009.1,1.4,,3.4,10.6,82,1014.1,,2.9
8,2023-04-18,7.2,4.9,1005.5,2.4,,4.6,13.5,86,1010.6,3.7,4.3
8,2023-04-19,10.7,4.6,1004.1,1.6,,5,16,68,1009.1,2,4.1
8,2023-04-20,13.4,.1,999.4,5,,6.1,21,49,1004.4,4.2,6.7
8,2023-04-21,11.2,-10.3,1010,5.8,,3.3,16.5,25,1015,0,8.7
8,2023-04-22,8.9,-4.6,1017,2.1,,3.4,15.5,42,1022,2.6,6.9
8,2023-04-23,9.9,-6.6,1020.5,2.9,,0,17,33,1025.6,,4.9
8,2023-04-24,8.1,-3.7,1020.5,2.1,,.4,12.5,46,1025.6,,4.4
8,2023-04-25,7.6,3.1,1008.1,2.3,0,8.3,11.5,74,1013.2,7.8,3.3
8,2023-04-26,7.7,4.1,1005.3,2,.4,5.3,12.5,78,1010.4,7.6,4.7
8,2023-04-27,9,3.4,1009.8,1.8,,4.5,15.1,70,1014.9,3,2.2
8,2023-04-28,13,6.6,1007.2,2.8,,9.4,17.6,67,1012.3,6.6,9.4
8,2023-04-29,7.8,5.9,999.7,1.9,8,8.8,9.9,88,1004.7,9.5,6.3
8,2023-04-30,12.4,3.4,995.6,3,,5.6,18.2,58,1000.7,6,5.9
8,2023-05-01,14.2,3.5,1007.2,2.1,,4,21.5,50,1012.3,4.2,9.5
8,2023-05-02,12.6,5.5,1012.9,1.4,,4.5,19.3,63,1017.9,4,7.3
8,2023-05-03,12.7,7.4,1010.1,1.5,,.6,19.5,71,1015.2,,7.6
8,2023-05-04,15.7,8.3,1007.2,1.1,,3.8,24,62,1012.3,2,10
8,2023-05-05,13,9,1004.8,2.3,6,9.8,15.5,77,1009.8,9.8,10.7
8,2023-05-06,13.4,2.3,1009.6,2.6,,6.3,18,48,1014.4,3,9.3
8,2023-05-07,12,2.6,1010.9,1.8,,6.3,17.5,54,1016,2,6.9
8,2023-05-08,14.4,4.9,1007,2,,.4,19.2,55,1012.2,,6.9
8,2023-05-09,15.8,1.4,1007.8,2.1,,0,18,38,1012.9,,12.1
8,2023-05-10,12.8,2.6,1013.6,1.5,,3,20,51,1018.7,2.8,7.3
8,2023-05-11,11.6,4.9,1014.7,2.3,,.4,16.5,64,1019.8,,5.9
8,2023-05-12,12.1,8.7,1011.5,1.8,,7.9,17,81,1016.6,6,7.4
8,2023-05-13,11.3,9.5,1008.9,2,,9.8,14,89,1014,9.5,9.8
8,2023-05-14,12.2,10,1004.8,1.4,,8.8,16.8,87,1009.8,6.8,10.4
8,2023-05-15,11.8,9.8,1000.1,2,,9.3,16,88,1005.2,6.2,9.6
8,2023-05-16,11.7,9.8,999.6,2.3,,9.5,15,89,1004.6,,9.8
8,2023-05-17,13.5,10.8,1003.5,1.9,0,9.1,20,85,1008.6,7.8,9.2
8,2023-05-18,15.7,10.7,1008.7,1.3,7,6.4,19.6,75,1013.8,6.8,12.1
8,2023-05-19,14.8,7.9,1008.8,1.9,,2.9,20.6,65,1013.9,4.3,9.8
8,2023-05-20,11.7,9.7,1003,1.5,0,8.8,13.8,88,1008,9.5,8.5
8,2023-05-21,14.4,10,1001,2.1,4,7.4,17.7,77,1006.1,8,10.5
8,2023-05-22,17.1,7.1,1004.2,2.4,0,3.1,22,53,1009.2,3,13.3
8,2023-05-23,15.3,8.6,1005.6,1.8,,1.3,20.1,66,1010.7,,10.9
8,2023-05-24,14.9,10.2,1006.5,1,,2.3,20,75,1011.6,,9.6
8,2023-05-25,16.3,11.4,1008.2,1.9,,3.9,21,74,1013.2,3.8,11.1
8,2023-05-26,17.1,12.4,1009.9,1.3,0,4.6,23,75,1015,4.5,13.6
8,2023-05-27,16,12.1,1011.1,1,,7.4,23,78,1016.1,5.8,12.5
8,2023-05-28,19.6,12.5,1006.8,.8,0,7.9,24.5,64,1011.9,3.4,15.1
8,2023-05-29,20.6,11.2,1007.8,1.6,,5,24,56,1012.8,5.2,16.3
8,2023-05-30,18.3,9.1,1008.6,2,,4.4,22.3,56,1013.6,3.3,13.1
8,2023-05-31,17.2,9.5,1005,2,,5.4,22.6,62,1010.1,1.1,11
8,2023-06-01,19,12.1,996.7,2.4,0,8,25.3,66,1001.8,5.5,13.8
8,2023-06-02,16.4,12.9,997.2,1.3,1.5,8.1,21.5,80,1002.3,7.3,14.6
8,2023-06-03,19.7,9.5,998.1,1.6,.2,5.4,27,55,1003.1,5,12
8,2023-06-04,18.3,10.8,1000.3,1.6,.2,4.1,22.5,62,1005.4,6.4,14.6
8,2023-06-05,19.9,11.8,1000,1.8,2,5.8,26.7,62,1005,6.2,12.1
8,2023-06-06,17.3,12.8,997.9,1.5,3,6,22.6,76,1002.9,5,13.2
8,2023-06-07,17.9,13.1,999.4,1.3,0,5.5,24.7,75,1004.4,5.3,11.1
