temperature_2_m_above_gnd,relative_humidity_2_m_above_gnd,mean_sea_level_pressure_MSL,total_precipitation_sfc,snowfall_amount_sfc,wind_speed_10_m_above_gnd,wind_direction_10_m_above_gnd,angle_of_incidence,azimuth,generated_power_kw
4.85,59,1023.9,0,0,36.39,152.93,59.273549,238.33586,419.42047
4.86,61,1023.9,0,0,34.95,155.02,71.941767,247.64848,32.106884
-2.78,92,1026.8,0.2,0,39.96,161.08,60.534132,120.54755,37.861475
-2.17,88,1027.2,0.1,0,40.64,161.4,45.990011,132.40552,119.46945
-0.79,79,1026.7,0.1,0,42.92,161.41,31.783186,146.1182,354.87786
0.54,74,1026.1,0,0,41.9,162.5,18.498871,161.9509,1608.7156
2.17,68,1024.9,0,0,39.05,161.73,10.865273,179.29264,1798.4442
4.07,70,1024.5,0,0,35.94,169.03,17.533211,196.70746,2201.482
5.04,65,1023.6,0,0,33.04,168.69,30.651784,212.71474,2514.8261
5.76,62,1022.6,0,0,30.74,166.45,44.827873,226.62186,1983.4115
6.22,60,1022,0,0,28.83,164.05,59.249843,238.5531,454.60693
6.11,60,1021.9,0,0,27.32,161.57,71.715273,247.71468,38.520397
0.71,92,1022.8,0.1,0,22.61,170.84,60.520368,120.3212,306.21257
1.46,87,1022.6,0.1,0,23.98,172.23,45.947799,132.2019,810.41608
2.79,81,1022.1,0,0,25.46,171.87,31.698771,145.95465,1653.5456
3.97,76,1021.7,0,0,26.12,172.87,18.326542,161.85418,2594.6142
5.03,72,1020.8,0,0,25.62,175.97,10.564848,179.2863,2495.5364
4.71,72,1020.7,0,0,18.25,165.14,17.346619,196.79298,2034.5494
4.88,70,1020.4,0,0,16.85,160.02,30.559094,212.87022,349.33594
5.12,68,1019.3,0,0,15.73,164.05,44.779269,226.82022,508.95105
5.66,67,1019.6,0,0,15.28,164.98,59.229979,238.7758,81.15272
-1.2,95,1021.8,0,0,10.11,184.09,60.504413,120.09403,524.29145
0.28,92,1022.3,0,0,10.46,183.95,45.903862,131.99778,1511.2741
3.02,79,1020.3,0,0,8.65,196.93,31.613296,145.79136,2160.7512
5.11,71,1019.9,0,0,3.83,221.19,18.153666,161.75915,2625.0994
6.62,64,1019.5,0,0,2.41,206.57,10.262157,179.28357,2183.5018
8.43,55,1019.2,0,0,12.62,183.27,17.164309,196.88371,1644.59
8.64,57,1018.5,0,0,7.42,165.96,30.47122,213.03158,532.01389
9.8,55,1018.8,0,0,2.62,164.05,44.734969,227.02437,149.70222
9.69,54,1018.4,0,0,1.61,296.57,59.213982,239.00388,12.351344
8.38,55,1017.9,0,0,5,300.26,71.143495,247.77644,1.2752137
0.08,96,1024.9,0,0,5.59,165.07,60.48634,119.8661,718.82787
-0.15,93,1024.9,0,0,7.9,210.07,45.858307,131.79317,1726.4683
3.26,74,1024.1,0,0,6.29,256.76,31.526925,145.62832,2344.2967
5.63,64,1022.9,0,0,8.67,274.76,17.980527,161.66579,2748.0358
7.25,56,1021.1,0,0,15.55,275.31,9.957474,179.28444,2909.5366
8.42,53,1021,0,0,21.19,279.78,16.986686,196.97967,2774.0572
8.94,49,1020.1,0,0,23.75,284.04,30.388322,213.19882,2125.9102
8.85,45,1019.8,0,0,24.37,282.8,44.695039,227.23425,650.15667
8.65,50,1020.4,0,0,23.66,283.19,59.201875,239.23726,89.000525
8.12,54,1020.3,0,0,23.58,282.34,71.336983,248.1504,1.1058824
-0.4,95,1022.3,0,0,22.17,302.4,60.466218,119.63743,380.55369
3.02,71,1021.3,0,0,20.27,303.41,45.811238,131.58809,963.70243
4.93,57,1021.8,0,0,21.87,302.91,31.439818,145.46554,734.79313
6.69,55,1020.4,0,0,21.65,312.98,17.886811,161.46441,785.81806
8.38,50,1019,0,0,18.4,300.58,9.6510943,179.28894,1011.2157
8.72,60,1018.1,0,0,21.86,287.24,16.814173,197.08085,943.20981
9.14,61,1016.7,0,0,21.54,279.62,30.310562,213.37192,704.87833
10.14,55,1016.1,0,0,23.93,285.71,44.546854,227.35129,298.18582
9.84,57,1015.2,0,0,28.15,290.98,59.19368,239.47587,91.135834
9.16,61,1015.4,0,0,29.95,295.64,71.168361,248.27367,84.115943
4.41,91,1012.8,0.2,0,28.77,315.51,60.444115,119.40808,222.8959
4.8,89,1013.3,0.1,0,28.02,317.08,45.762758,131.38256,495.7582
5.29,86,1014.4,0,0,28.04,318.12,31.352136,145.30302,513.90689
5.76,82,1014.6,0,0,28.55,318.07,17.634639,161.48411,637.55228
6.35,80,1014,0,0,27.8,318.67,9.3433409,179.29707,641.52067
7.29,79,1014.8,0.1,0,26.96,325.89,16.647204,197.18729,1730.8477
7.37,81,1014.7,0.1,0,24.41,322.79,30.238099,213.55085,2107.1092
8.52,73,1014.1,0.1,0,25.08,320.83,44.628559,227.67104,294.9493
8.79,72,1014.3,0,0,24.99,318.5,59.189419,239.71964,49.494442
8.74,71,1015,0,0,24.72,317.95,71.18563,248.52947,3.2892303
2.93,94,1021.2,0,0,9,323.13,60.420097,119.17807,20.289321
3.23,91,1021.5,0,0,9.09,326.31,45.712965,131.17662,119.6423
4.31,85,1022.2,0,0,10.25,341.57,31.264039,145.14076,202.60269
4.67,85,1022,0,0,12.32,353.29,17.462499,161.3958,213.51918
4.86,85,1021.7,0,0,13.32,360,9.0345661,179.30886,325.59282
5.15,78,1023,0,0,15.27,351.87,16.486225,197.29898,689.46341
6.12,72,1021.9,0,0,14.56,351.47,30.171091,213.73562,455.77683
7.2,65,1021.1,0,0,14.35,342.47,44.530209,227.83351,1116.084
8,59,1020.4,0,0,13.44,339.62,59.189113,239.96848,188.75389
7.65,58,1019.7,0,0,15.32,336.45,71.206166,248.78993,7.3594994
-1.3,94,1030.5,0.1,0.49,36.45,20.22,45.661957,130.97027,16.747443
-0.05,88,1031.2,0,0.35,40.9,27.24,31.175681,144.97879,747.95484
1.07,79,1031.4,0,0,45.23,33.31,17.291314,161.3092,896.17405
2.05,74,1030.6,0,0,48.13,34.64,8.7251556,179.32433,1299.9747
3.5,66,1030.4,0,0,52.78,36.4,16.331693,197.41596,2501.3443
3.93,61,1030.7,0,0,53.07,36.17,30.109689,213.92621,2067.4558
4.53,60,1030.5,0,0,52.07,37.98,44.58035,228.1302,402.96303
4.39,62,1030.4,0,0,49.93,38.85,59.192783,240.22232,31.680455
4.17,64,1031.3,0,0,47.02,37.22,73.01505,250.30829,6.7550505
-2.92,95,1036.6,0,0,11.54,3.58,60.366572,118.71627,81.04899
-2.79,94,1037.3,0,0,7.99,352.23,45.570663,130.7992,214.27725
1.66,68,1036.7,0,0,4.21,340.02,31.087218,144.81711,388.70286
6.84,51,1035.1,0,0,0.72,360,17.12141,161.22432,503.07919
7.41,51,1034.1,0,0,5.12,129.29,8.4155326,179.34351,428.09654
5.64,48,1033.1,0,0,7.7,52.59,16.184077,197.53824,650.36148
2.89,66,1032.8,0,0,8.64,90,30.054042,214.1226,751.18134
1.22,92,1034,0.4,0.49,6.95,111.25,44.563251,228.36805,715.04669
2.12,90,1032.8,0.5,0.63,10.32,119.25,59.200449,240.48109,245.03425
3.47,80,1031.5,0.2,0,14.02,119.2,73.116679,250.62786,21.344653
-1.56,95,1034.9,0,0,16.62,175.03,60.337189,118.48457,729.90932
0.47,88,1034.3,0,0,14.83,174.43,45.556679,130.55647,1783.8262
3.92,71,1034,0,0,17.73,167.09,30.998803,144.65573,2390.095
5.24,63,1032.5,0,0,19.05,157.8,16.953118,161.14116,2804.8013
6.5,58,1030.7,0,0,16.42,154,8.1061629,179.36642,2961.926
8.18,50,1029.4,0,0,11.28,163.3,16.043847,197.66585,2867.343
9.02,48,1028.8,0,0,5.19,146.31,30.004293,214.32479,2584.3651
9.74,46,1027.4,0,0,3.6,53.13,44.550898,228.61135,2118.8114
10.08,46,1026.4,0,0,8.53,27.65,59.212126,240.74472,680.90394
9.88,50,1025.8,0,0,10.38,33.69,73.202753,250.93777,50.614814
0.51,85,1025.7,0,0,8.67,221.63,60.306144,118.25238,564.36012
3.07,77,1024.9,0,0,7.15,220.91,45.502596,130.34906,538.48395
6.21,66,1023.7,0,0,6.64,257.47,30.910589,144.49465,946.53167
7.87,59,1022.1,0,0,11.28,286.7,16.786784,161.05974,1643.1462
7.74,58,1021.3,0,0,15.46,294.78,7.7975623,179.3931,1484.1412
8.21,47,1020.1,0,0,18.51,296.57,15.911479,197.79881,1133.0727
7.62,52,1019.6,0,0,16.92,293.84,29.960574,214.53277,433.32806
7.49,53,1018.9,0,0,14.49,284.38,44.54334,228.86004,320.20786
7.85,53,1017.7,0,0,13,274.76,59.227825,241.01311,220.395
8.09,52,1016.6,0,0,13.85,294.57,70.958149,249.62314,0.26018519
1.79,95,1012.9,0,0,24.37,347.2,60.273501,118.01975,319.17873
1.54,91,1013.4,0,0,23.8,342.39,45.447681,130.14134,776.38526
2.22,79,1014.3,0,0,24.27,339.15,30.822731,144.3339,1343.0145
3.6,69,1014,0,0,31.14,349.34,16.622763,160.98007,2648.7486
3.99,66,1013.5,0,0,32.2,349.7,7.4903049,179.42355,2977.094
6.8,61,1011.7,0,0,34.88,348.69,15.787446,197.93713,2955.7583
7.08,51,1010.8,0,0,35.87,349.59,29.923007,214.74652,2161.0413
6.69,51,1011.3,0,0,36.16,347.35,44.540618,229.11408,2151.0257
7.05,49,1011.4,0,0,38.27,348.06,59.247552,241.2862,782.56749
6.34,50,1011.6,0,0,36.22,349.7,73.759823,251.83404,56.482041
5.74,52,1012.1,0,0,35.1,349.96,110.15015,215.95507,299.88492
-2.85,92,1018.9,0,0,34.17,343.47,60.116696,117.87772,806.81349
-1.8,85,1019.5,0,0,32.91,340.18,45.392031,129.93332,1810.5113
0.21,72,1019.6,0,0,30.17,342.65,30.73539,144.17345,2434.8074
2.31,60,1019.3,0,0,29.43,345.11,16.461426,160.90215,2795.9993
3.99,50,1019.3,0,0,28.59,343.16,7.185034,179.4578,2949.8806
6.68,59,1017.1,0,0,29.08,338.2,15.672217,198.08084,2881.9097
7.82,57,1016.7,0,0,28.66,334.72,29.891703,214.96602,1416.0774
8.77,57,1016.6,0,0,27.37,333.43,44.542764,229.37341,424.62465
8.74,61,1016.1,0,0,25.46,331.26,59.271303,241.5639,97.651824
8.18,68,1016.3,0,0,23.28,320.65,70.705885,249.96227,0.063131313
2.26,99,1018,0,0,18.72,292.62,60.203709,117.55327,66.971355
3.6,87,1018.1,0,0,21.42,294.84,45.335752,129.72501,247.67075
5.79,77,1017.5,0,0,21.9,297.41,30.648726,144.01332,329.8208
7.93,71,1016.2,0,0,23.07,304.19,16.303157,160.82597,738.98194
9.31,66,1015.6,0,0,26.67,301.76,6.8824735,179.49587,1851.771
10.18,70,1015.8,0,0,29.35,293.11,15.566252,198.22994,1015.2933
10.6,70,1015,0,0,28.04,294.26,29.866758,215.19125,219.2571
9.65,74,1014.9,0,0,28.75,292.07,44.549801,229.63796,1059.0576
9.69,69,1014.4,0,0,31.77,289.87,59.29907,241.84613,794.39164
9.59,66,1014.2,0,0,35.23,291.58,73.85743,252.41428,44.838407
7.68,71,1015.1,0,0,37.48,301.25,110.33865,216.06231,317.83056
-1.29,91,1027.5,0,0,36.16,316.61,59.983288,117.45692,687.91423
-0.96,92,1027.4,0,0,37.17,315,45.278953,129.51642,1602.8818
0.74,80,1028.2,0,0,38.75,318.01,30.562906,143.85347,1379.7537
1.93,74,1028.5,0,0,38.86,320.26,16.148358,160.75152,1215.9592
3.57,68,1027.4,0,0,39.82,322.72,6.5834417,179.53775,479.02023
4.12,62,1028,0,0,39.19,321.34,15.469998,198.38442,1395.4672
4.51,60,1027.5,0,0,38.12,320.75,29.848256,215.42217,1448.713
5.79,57,1027.3,0,0,40.57,318.96,44.561741,229.90767,323.25818
5.42,59,1027.4,0,0,40.35,325.18,59.330832,242.13278,198.86434
4.65,62,1027.8,0,0,38.9,329.4,73.790859,252.62682,43.092302
-1.34,94,1035.1,0,0,31.34,317.33,60.128428,117.08532,88.496643
-0.19,87,1034.9,0,0,32.6,316.79,45.221747,129.30753,289.35083
1.33,81,1034.1,0,0,32.62,317.68,30.478102,143.69391,659.44101
3.01,74,1034.5,0,0,32.35,317.25,15.997445,160.67879,750.74442
4.53,70,1033.6,0,0,32.62,317.68,6.2888674,179.58345,1409.4254
7.07,67,1029.9,0,0,38.53,336.31,15.383884,198.54429,1964.5812
8.28,59,1029.3,0,0,40.42,340.76,29.836262,215.65873,2458.3645
8.44,61,1029.3,0,0,40.32,339.62,44.578585,230.18245,2154.2716
9.58,55,1027.3,0,0,41.59,343.92,59.366561,242.42376,765.70439
9.39,54,1026.7,0,0,40.08,345.96,72.879973,252.25673,30.36271
1.92,94,1028.7,0,0,18.09,328.84,60.010861,116.90987,168.89293
4.22,87,1028.3,0,0,18.85,331.48,45.164253,129.09833,721.24609
6.87,75,1028.5,0,0,19.05,337.8,30.394488,143.53458,751.95215
8.12,69,1026.3,0,0,22.35,345.07,15.850847,160.60774,2378.8787
9.24,66,1025.8,0,0,22.73,349.05,5.9998092,179.63295,1715.4383
10.8,66,1026.3,0,0,23.71,318.08,15.308315,198.70953,860.72365
11.32,61,1024.9,0,0,27.24,315.54,29.830829,215.9009,832.32777
11.63,60,1024.3,0,0,27.29,323.58,44.600323,230.46222,241.875
11.8,59,1023.8,0,0,27,323.13,59.406219,242.71897,107.38569
11.25,61,1023.1,0,0,28.37,324.29,74.025412,253.31298,44.705959
0.95,95,1027.3,0,0,26.48,7.03,60.048366,116.61602,181.53847
1.51,86,1028.1,0,0,30.09,21.04,45.106593,128.88882,399.22861
1.69,70,1028.8,0,0,27.75,22.91,30.312243,143.37547,1003.2059
2.82,63,1028.3,0,0,28.41,22.34,15.709008,160.53834,1730.1885
3.9,58,1027.7,0,0,27.56,19.86,5.7174805,179.68624,2653.3225
6.46,56,1025.8,0,0,27.76,9.71,15.243673,198.88012,2857.5967
7.28,51,1025.3,0,0,25.05,7.43,29.831993,216.14862,2689.2852
7.86,48,1025.1,0,0,22.37,3.69,44.645792,230.76224,2189.9954
8,47,1024.6,0,0,21.6,359.05,59.449762,243.0183,899.45487
7.52,48,1024.4,0,0,20.53,357.99,74.087082,253.61966,68.438033
7.39,48,1024.5,0,0,21.03,353.12,110.70751,216.27951,83.10049
2.47,62,1027.2,0,0,13.78,303.27,59.8833,116.47269,412.23701
4.1,61,1026.7,0,0,15.91,307.65,45.048895,128.67897,1377.1819
6.63,71,1025.7,0,0,20.81,307.27,30.221172,143.22972,2016.125
8.01,65,1025.8,0,0,21.39,316.36,15.572385,160.47056,1978.0229
9.88,60,1025,0,0,21.99,320.31,5.4464999,179.82428,2559.2473
12.26,54,1023.6,0,0,21.87,327.09,15.190302,199.05603,2767.1597
12.2,55,1023.2,0,0,22.41,316.3,29.839775,216.40182,2061.6401
13.37,58,1023.6,0,0,24.69,314.41,44.658391,231.03639,1623.7999
13.29,62,1022.4,0,0,26.22,315.56,59.497135,243.32163,630.18648
13.01,64,1022.4,0,0,25.5,311.57,74.151536,253.92969,134.7186
12.35,67,1023.1,0,0,24.57,309.05,110.79766,216.3338,288.35628
6.07,89,1025.9,0,0,10.99,301.61,59.840704,116.23733,758.63765
7.43,84,1025.7,0,0,11.81,307.57,44.991287,128.46874,1210.4983
10.23,71,1025.7,0,0,11.81,307.57,30.152587,143.05771,1167.5445
12.88,58,1024.5,0,0,12.6,306.87,15.441442,160.40434,1355.6717
14.75,48,1023.4,0,0,15.07,310.16,5.1788282,179.80409,1745.4971
14.9,51,1023.7,0,0,18.44,321.34,15.148517,199.23724,1377.0492
15.62,51,1022.9,0,0,18.34,316.59,29.854184,216.66045,1995.1997
16.28,52,1022.7,0,0,17.38,309.96,44.694651,231.3306,1535.1652
16.57,53,1022.1,0,0,18.72,307.97,59.548279,243.62886,905.77123
16.1,56,1022.2,0,0,21.39,306.1,74.218732,254.24295,86.759195
14.78,64,1022.7,0,0,21.97,304.99,110.88686,216.38789,144.65972
4.4,84,1026.6,0,0,9.69,254.93,59.797326,116.00161,734.29853
6.79,76,1026.3,0,0,7.34,258.69,44.933901,128.25811,1543.786
11.78,60,1024.9,0,0,7.86,285.95,30.075543,142.89896,2325.0675
14.83,45,1024.2,0,0,13.38,293.81,15.316654,160.33962,2678.9464
16.24,40,1024,0,0,16.61,299.9,4.9260227,179.86858,2850.3126
16.71,50,1023.6,0,0,18.34,316.59,15.118589,199.4237,2484.5189
16.95,51,1023.5,0,0,18.86,318.09,29.875213,216.92444,2129.886
17,49,1023.5,0,0,18.86,318.09,44.796586,231.68366,494.96428
16.58,51,1023.2,0,0,19.37,318.01,59.603128,243.93988,415.2075
15.8,53,1023.1,0,0,18.58,315.78,74.28862,254.55933,56.929919
7.58,99,1024.1,0,0,3.1,215.54,59.877091,115.67333,158.79974
8.37,92,1024.5,0,0,3.1,234.46,44.954645,127.97706,390.1007
10.86,79,1024.5,0,0,2.28,341.57,30.000599,142.74021,745.79267
13.38,68,1023.5,0,0,6.12,360,15.198496,160.27635,1905.4306
14.96,62,1023,0,0,9,360,4.6871001,179.93674,2529.1166
15.81,61,1023.5,0,0,12.61,1.64,15.100744,199.61539,2227.0099
14.62,72,1023.2,0,0,14.11,354.14,29.902845,217.19371,1586.9667
14.77,68,1023.1,0,0,12.3,339.44,44.789944,231.94588,2164.8406
16.19,54,1022.5,0,0,12.66,345.17,59.661611,244.25455,692.53553
15.49,58,1022.1,0,0,14.8,341.57,74.482955,254.96237,89.372797
3.63,92,1030.3,0,0,19.56,12.76,73.681505,105.42855,75.66761
3.14,92,1031.9,0,0,22.35,14.93,59.70866,115.52907,313.16457
3.43,88,1032.6,0,0,23.84,25.02,44.820323,127.83549,713.35139
5.06,80,1033,0,0,23.77,32.01,29.927938,142.58141,1286.2453
6.27,72,1032.9,0,0,21.49,31.29,15.087446,160.21447,1938.8014
7.57,64,1032.4,0,0,21.92,29.51,4.4647319,180.00852,3036.9697
9.1,56,1031.8,0,0,25.32,29.85,15.095165,199.81225,2999.3172
9.81,48,1030.9,0,0,24.15,26.57,29.937049,217.46819,2746.2333
10.16,43,1032,0,0,25.28,28.02,44.831759,232.24054,2275.757
9.69,43,1031.1,0,0,27.11,30.31,59.723652,244.57276,996.76998
8.71,44,1031.7,0,0,27.66,34.93,74.558282,255.28463,110.45111
-3.9,94,1040.4,0,0,13.39,53.75,74.155597,104.83297,12.902924
-4.23,94,1040.7,0,0,11.59,53.84,59.663593,115.2922,206.17519
-2.53,78,1039.2,0,0,12.6,53.13,44.764396,127.62341,798.55111
0.9,55,1038.7,0,0,18.36,48.18,29.857741,142.4225,1915.7382
3.74,42,1036.3,0,0,16.64,51.15,14.98398,160.15391,2849.3513
6.1,38,1033.8,0,0,14.06,50.19,4.2621629,180.08388,3049.4668
7.37,35,1035.5,0,0,22.42,60.14,15.101978,200.01424,3000.4989
8.48,34,1034.1,0,0,21.25,63.87,29.977784,217.7478,2739.6307
9.41,33,1032.7,0,0,19.01,65.38,44.886703,232.55259,2242.1163
9.8,33,1031.9,0,0,18.71,59.98,59.789172,244.89439,998.95833
9.46,34,1032,0,0,20.01,59.74,74.636092,255.60962,123.13811
-0.21,19,1034,0,0,13.7,176.99,74.595199,104.26066,293.74976
0.14,19,1033.9,0,0,13.68,178.49,59.618188,115.05492,952.55831
3.45,23,1033.6,0,0,11.89,181.74,44.709221,127.41077,1766.8851
7.73,22,1032,0,0,13.32,178.45,29.790187,142.2634,2419.4932
10.64,20,1030.2,0,0,13.56,169.29,14.888563,160.0946,2746.9364
12.72,17,1029.8,0,0,14.12,160.64,4.0875217,180.1684,2922.9944
14.14,20,1029.5,0,0,22.38,168.87,15.244918,200.3846,2874.0353
15.06,19,1028.6,0,0,21.19,170.22,30.024997,218.03245,2640.6783
15.71,18,1028.9,0,0,20.67,173,44.94615,232.86884,2193.5643
15.79,18,1028.3,0,0,19.49,175.76,59.858086,245.21932,984.0998
15.37,20,1028,0,0,17.7,175.33,74.716312,255.93721,128.36806
3.02,42,1032.2,0,0,11.21,185.53,74.561315,104.01121,279.15599
3.41,39,1032,0,0,9.57,199.8,59.572554,114.81719,951.87368
5.76,38,1031.7,0,0,6.99,214.51,44.65493,127.19752,1788.1319
9.87,34,1030.3,0,0,2.28,251.57,29.681165,142.15411,2405.8256
13.54,30,1029.6,0,0,7.24,26.57,14.801651,160.03647,2705.2294
14.88,32,1028.7,0,0,11.02,38.37,3.8903824,180.40001,2822.5712
17.26,24,1027.9,0,0,6.3,30.96,15.066657,200.32211,2800.9035
18.15,24,1027.6,0,0,7.15,49.09,30.078623,218.32207,2545.2561
18.76,24,1027.2,0,0,7.9,59.93,45.010024,233.18916,2120.9897
18.99,24,1025.8,0,0,6.83,71.57,59.930307,245.54742,972.16769
18.72,23,1026.2,0,0,5.86,79.38,74.809119,256.27389,140.21872
5.23,62,1027.8,0,0,7.39,226.97,74.526209,103.76167,262.79406
5.38,61,1027.9,0,0,6.64,229.4,59.541531,114.56887,942.49016
8.38,54,1027.8,0,0,3.62,264.29,44.601652,126.98361,1761.0983
13.24,44,1026.8,0,0,6.16,353.29,29.663712,141.94437,2330.1819
14.54,37,1025.9,0,0,12.37,8.37,14.723681,159.97943,2697.1626
15.41,33,1025.4,0,0,16.45,10.08,3.8204094,180.33094,2923.0258
15.93,25,1025,0,0,19.84,11.51,15.19724,200.65048,2888.6197
16.43,24,1024.5,0,0,20.73,20.32,30.138588,218.61655,2617.3262
16.71,23,1023.9,0,0,21.19,20.9,45.078239,233.51344,2146.9767
16.63,24,1023.6,0,0,21.53,20.56,60.005743,245.87856,1074.9995
16.2,26,1023.1,0,0,19.34,24.18,74.864627,256.58624,219.21004
15.18,30,1022.6,0,0,16.1,26.57,85.185592,263.67199,0.996
3.68,60,1027.4,0,0,9.42,223.45,74.490011,103.51203,310.05984
3.87,59,1027.5,0,0,9.93,223.53,59.481056,114.34031,1030.0652
6.93,53,1027.3,0,0,7.93,219.47,44.549519,126.76898,1834.6125
11.5,42,1026.2,0,0,5.19,236.31,29.605133,141.78428,2424.6642
14.39,28,1024.7,0,0,1.44,270,14.655065,159.92342,2605.223
16.39,21,1024.2,0,0,4.1,15.26,3.7553228,180.4201,2909.6684
17.58,19,1024.2,0,0,10.14,353.88,15.253809,200.87246,2774.5503
18.21,19,1023.4,0,0,11.54,356.42,30.204805,218.91581,2511.2375
18.47,20,1023.7,0,0,13.34,356.91,45.150707,233.84157,2140.0965
18.28,22,1023.5,0,0,15.48,358.67,60.0843,246.21261,1071.7122
17.72,22,1023.1,0,0,16.2,1.27,74.970634,256.93429,141.87328
4.41,47,1027.6,0,0,8.89,211.76,74.452852,103.26228,276.98497
4.58,47,1028.4,0,0,9.5,217.3,59.435416,114.10111,1050.2024
7.51,44,1028,0,0,8.21,217.87,44.498659,126.5536,1870.1204
11.7,40,1026.9,0,0,5.62,230.19,29.549884,141.62372,2429.165
15.06,34,1025.9,0,0,0.72,270,14.596189,159.86835,2704.2585
16.48,29,1024.7,0,0,2.19,350.54,3.7667248,180.51258,2771.6524
18.29,25,1024.7,0,0,5.94,14.04,15.322585,201.09931,2766.9008
19.15,25,1024.7,0,0,7.64,8.13,30.277181,219.21976,2574.2355
19.58,25,1024.4,0,0,8.28,360,45.227332,234.17341,2135.084
19.55,26,1023.5,0,0,9.73,357.88,60.16588,246.54945,1018.289
19.08,27,1023.8,0,0,10.82,356.19,75.059675,257.27098,155.41676
4.4,71,1028.3,0,0,7.7,217.41,74.414855,103.01241,295.74341
4.4,69,1029,0,0,8.59,213.02,59.389997,113.86137,1032.6548
7.51,59,1028.8,0,0,6.61,209.36,44.449197,126.3374,1820.7111
11.72,48,1027.4,0,0,1.48,194.04,29.498123,141.46259,2355.2314
14.42,38,1026.3,0,0,1.8,360,14.547402,159.81414,2666.7428
16.2,33,1026.1,0,0,4.69,4.4,3.849398,180.60831,2820.1406
17.27,26,1024.7,0,0,10.85,354.29,15.403369,201.33094,2791.1566
18.03,24,1024.4,0,0,11.18,356.31,30.355612,219.52829,2574.2649
18.43,24,1024,0,0,10.45,1.97,45.308018,234.50885,1970.0668
18.45,24,1023.2,0,0,10.11,4.09,60.250383,246.88895,890.54546
18.12,24,1023.1,0,0,9.01,2.29,75.150699,257.60962,201.97139
17.24,27,1023.4,0,0,7.57,2.73,85.041882,264.3594,3.1634921
4.92,51,1023.8,0,0,10.23,219.29,74.252706,102.84638,316.75294
5.13,51,1023.8,0,0,9.79,216.03,59.344908,113.62107,1119.0581
8.26,47,1022.3,0,0,7.59,211.43,44.401257,126.12035,1684.25
12.72,40,1022.3,0,0,5.01,248.96,29.450006,141.30083,2025.6491
15.51,33,1020.5,0,0,5.86,312.51,14.50901,159.7607,2449.8276
17.08,27,1019.4,0,0,8.09,327.72,3.9787206,180.70723,2696.244
17.36,29,1020.7,0,0,11.73,342.12,15.495919,201.5673,2719.7232
17.94,29,1019.7,0,0,12.88,333.43,30.439986,219.84131,2363.8079
17.96,30,1019.2,0,0,13.89,328.78,45.392663,234.84776,1622.7733
17.8,31,1018.9,0,0,15.19,323.67,60.337709,247.23097,919.99007
17.09,34,1019.3,0,0,17.21,322.65,75.283394,257.97696,170.47789
15.59,35,1019.4,0,0,18.29,323.81,84.6828,264.37342,0.42124183
4,94,1024.7,0,0,20.8,23.46,74.089689,102.68037,13.023446
3.85,93,1025.2,0,0,21.58,27.85,59.300255,113.38017,80.849335
4.53,88,1025.6,0,0,23.04,28.97,44.354955,125.90238,149.22339
5.08,82,1026.1,0,0,23.66,33.21,29.405678,141.13835,327.36518
7.03,71,1024.8,0,0,25.13,38.02,14.481273,159.70794,716.79222
8.44,63,1024.1,0,0,21.71,40.29,4.1442438,180.80928,343.72481
-4.84,87,1029,0,0,7.92,360,74.173373,102.34609,373.094
-3.96,88,1028.5,0,0,6.15,339.44,59.25614,113.13866,1187.4758
-1.06,72,1028.4,0,0,13.72,4.51,44.310406,125.68345,1987.7126
0.72,59,1028.9,0,0,19.24,17.42,29.365277,140.97508,2530.0079
2.32,52,1026.2,0,0,19.97,27.95,14.464402,159.6558,2894.8564
4.23,45,1026,0,0,18.17,33.69,4.3393921,180.91441,3056.7941
6.04,40,1024.6,0,0,22.22,40.4,15.715145,202.05396,2997.9068
6.96,35,1022.5,0,0,21.76,38.96,30.626087,220.4804,2742.1568
7.71,34,1022.6,0,0,21.27,33.96,45.57342,235.53551,2261.1239
7.76,35,1021.6,0,0,21.79,30.8,60.520427,247.92204,1191.2775
7.47,38,1021.4,0,0,21.37,32.62,75.434737,258.63592,187.58972
6.75,41,1021.6,0,0,19.97,33.98,85.721107,265.63092,1.6152778
-4.58,95,1024.9,0,0,4.9,233.97,84.830322,94.837679,4.1297112
-4.35,94,1024.9,0,0,4.39,214.99,74.133099,102.09574,359.65066
-2.81,82,1025,0,0,1.94,201.8,59.212658,112.89653,928.4873
2.62,60,1023.3,0,0,0.8,153.43,44.267714,125.46353,1368.7558
2.91,53,1022.3,0,0,10.51,51.95,29.328928,140.81096,1027.2717
3.49,46,1020.3,0,0,16.78,35.39,14.458547,159.60418,1031.5255
4.71,45,1018.7,0,0,18.04,28.61,4.5854296,180.98819,1008.4002
6.17,47,1018.6,0,0,15.27,8.13,15.841155,202.30412,1991.6894
6.73,45,1018.6,0,0,15.27,8.13,30.727565,220.80628,1378.1712
6.86,43,1017.3,0,0,15.63,7.94,45.669323,235.88409,498.44188
6.36,44,1016.9,0,0,14.51,7.13,60.61562,248.27084,100.45392
6.36,43,1016.9,0,0,14.11,5.86,75.602098,259.02835,12.821569
-2.7,87,1020.3,0,0,9.03,184.57,85.277651,94.258196,2.1010436
-2.84,87,1019.4,0,0,9.37,182.2,74.092551,101.84525,341.86061
-2.17,83,1020.5,0,0,10.14,186.12,59.1699,112.65377,1201.3055
2.06,63,1019.6,0,0,10.54,172.15,44.226978,125.24258,1957.4223
